,source,target,weight,confidence
29156,PDX1,ZNF385D,0.3333333333333333,C
29157,PDX1,XXYLT1,0.3333333333333333,C
29158,PDX1,USP6NL,0.3333333333333333,C
29159,PDX1,TENM4,0.3333333333333333,C
29160,PDX1,GABRB3,0.3333333333333333,C
29161,PDX1,TCF4,0.3333333333333333,C
29162,PDX1,SYNE1,0.3333333333333333,C
29163,PDX1,SORBS1,0.3333333333333333,C
29164,PDX1,SLC8A1,0.3333333333333333,C
29165,PDX1,RUNX1,0.3333333333333333,C
29166,PDX1,RTN1,0.3333333333333333,C
29167,PDX1,RBFOX3,0.3333333333333333,C
29168,PDX1,SYNE2,0.3333333333333333,C
29169,PDX1,FTO,0.3333333333333333,C
29170,PDX1,FRYL,0.3333333333333333,C
29171,PDX1,FAM107B,0.3333333333333333,C
29172,PBX3,TNS1,0.3333333333333333,C
29173,PBX3,TLE4,0.3333333333333333,C
29174,PBX3,TIAM2,0.3333333333333333,C
29175,PBX3,ST7,0.3333333333333333,C
29176,PBX3,SPATS2L,0.3333333333333333,C
29177,PBX3,SLIT2,0.3333333333333333,C
29178,PBX3,WWC1,0.3333333333333333,C
29179,PBX3,SEPTIN9,0.3333333333333333,C
29180,PBX3,RUNX1T1,0.3333333333333333,C
29181,PBX3,RPS6KA2,0.3333333333333333,C
29182,PBX3,RNF150,0.3333333333333333,C
29183,PBX3,RARB,0.3333333333333333,C
29184,PBX3,PRICKLE2,0.3333333333333333,C
29185,PBX3,PLCB1,0.3333333333333333,C
29186,PBX3,SEC14L1,0.3333333333333333,C
29187,PGR,AHNAK,0.3333333333333333,C
29188,PBX3,ZNF385B,0.3333333333333333,C
29189,PDX1,ARHGAP42,0.3333333333333333,C
29190,PDX1,DYRK1A,0.3333333333333333,C
29191,PDX1,DYNC1I1,0.3333333333333333,C
29192,PDX1,DYM,0.3333333333333333,C
29193,PDX1,DST,0.3333333333333333,C
29194,PDX1,DMD,0.3333333333333333,C
29195,PDX1,DCDC1,0.3333333333333333,C
29196,PBX3,ZNF407,0.3333333333333333,C
29197,PDX1,DAAM1,0.3333333333333333,C
29198,PDX1,CHN2,0.3333333333333333,C
29199,PDX1,CARMIL1,0.3333333333333333,C
29200,PDX1,BCR,0.3333333333333333,C
29201,PDX1,BACH2,0.3333333333333333,C
29202,PDX1,ARHGEF3,0.3333333333333333,C
29203,PDX1,ARHGEF28,0.3333333333333333,C
29204,PDX1,CMIP,0.3333333333333333,C
29205,PGR,AKAP6,0.3333333333333333,C
29206,PGR,ALDH1A2,0.3333333333333333,C
29207,PGR,ANGPT1,0.3333333333333333,C
29208,PGR,RERG,0.3333333333333333,C
29209,PGR,RCL1,0.3333333333333333,C
29210,PGR,RBMS3,0.3333333333333333,C
29211,PGR,RAPGEF4,0.3333333333333333,C
29212,PGR,RAI1,0.3333333333333333,C
29213,PGR,PXYLP1,0.3333333333333333,C
29214,PGR,RUNX1,0.3333333333333333,C
29215,PGR,PTPRJ,0.3333333333333333,C
29216,PGR,PDZRN3,0.3333333333333333,C
29217,PGR,PBX1,0.3333333333333333,C
29218,PGR,PAM,0.3333333333333333,C
29219,PGR,PALM2AKAP2,0.3333333333333333,C
29220,PGR,NFIA,0.3333333333333333,C
29221,PGR,NFASC,0.3333333333333333,C
29222,PGR,PLCB1,0.3333333333333333,C
29223,PGR,NAALADL2,0.3333333333333333,C
29224,PGR,SH3BP5,0.3333333333333333,C
29225,PGR,SLC38A1,0.3333333333333333,C
29226,PKNOX1,GALNT2,0.3333333333333333,C
29227,PKNOX1,FGD6,0.3333333333333333,C
29228,PKNOX1,FAM13A,0.3333333333333333,C
29229,PKNOX1,DNM2,0.3333333333333333,C
29230,PKNOX1,ASTN2,0.3333333333333333,C
29231,PKNOX1,ARHGAP6,0.3333333333333333,C
29232,PGR,SIPA1L1,0.3333333333333333,C
29233,PKNOX1,AP4S1,0.3333333333333333,C
29234,CTCF,NSD2,0.3333333333333333,C
29235,PGR,TRPC6,0.3333333333333333,C
29236,PGR,TACC1,0.3333333333333333,C
29237,PGR,SYNE1,0.3333333333333333,C
29238,PGR,STARD13,0.3333333333333333,C
29239,PGR,SPTBN1,0.3333333333333333,C
29240,PGR,VGLL4,0.3333333333333333,C
29241,PBX3,PDE4D,0.3333333333333333,C
29242,PGR,MYLK,0.3333333333333333,C
29243,PGR,MICAL2,0.3333333333333333,C
29244,PGR,CRIM1,0.3333333333333333,C
29245,PGR,CREB3L2,0.3333333333333333,C
29246,PGR,CRADD,0.3333333333333333,C
29247,PGR,CPQ,0.3333333333333333,C
29248,PGR,CLEC16A,0.3333333333333333,C
29249,PGR,CHD6,0.3333333333333333,C
29250,PGR,DENND2B,0.3333333333333333,C
29251,PGR,CASZ1,0.3333333333333333,C
29252,PGR,BRD4,0.3333333333333333,C
29253,PGR,ARHGEF4,0.3333333333333333,C
29254,PGR,ARHGAP42,0.3333333333333333,C
29255,PGR,ANO6,0.3333333333333333,C
29256,PGR,ANKS1B,0.3333333333333333,C
29257,PGR,ANK3,0.3333333333333333,C
29258,PGR,CALD1,0.3333333333333333,C
29259,PGR,MYCBP2,0.3333333333333333,C
29260,PGR,DIP2C,0.3333333333333333,C
29261,PGR,DST,0.3333333333333333,C
29262,PGR,LTBP1,0.3333333333333333,C
29263,PGR,LPP,0.3333333333333333,C
29264,PGR,LMO7,0.3333333333333333,C
29265,PGR,LIMCH1,0.3333333333333333,C
29266,PGR,KCNMA1,0.3333333333333333,C
29267,PGR,JAZF1,0.3333333333333333,C
29268,PGR,DLG2,0.3333333333333333,C
29269,PGR,ITSN1,0.3333333333333333,C
29270,PGR,INPP4B,0.3333333333333333,C
29271,PGR,GREB1,0.3333333333333333,C
29272,PGR,GLI3,0.3333333333333333,C
29273,PGR,GALNT10,0.3333333333333333,C
29274,PGR,FOXP1,0.3333333333333333,C
29275,PGR,FILIP1L,0.3333333333333333,C
29276,PGR,ITPR1,0.3333333333333333,C
29277,PBX3,PARD3,0.3333333333333333,C
29278,PBX3,PACSIN2,0.3333333333333333,C
29279,PBX3,NBEA,0.3333333333333333,C
29280,PAX6,KCTD1,0.3333333333333333,C
29281,PAX6,ITGB5,0.3333333333333333,C
29282,PAX6,HMGA1,0.3333333333333333,C
29283,PAX6,HIVEP3,0.3333333333333333,C
29284,PAX6,HDAC9,0.3333333333333333,C
29285,PAX6,FRMD5,0.3333333333333333,C
29286,PAX6,LPP,0.3333333333333333,C
29287,PAX6,DOCK10,0.3333333333333333,C
29288,PAX5,ZMIZ1,0.3333333333333333,C
29289,PAX5,ZC3H12D,0.3333333333333333,C
29290,PAX5,WNT10A,0.3333333333333333,C
29291,PAX5,TCF7,0.3333333333333333,C
29292,PAX5,TBC1D14,0.3333333333333333,C
29293,PAX5,SP140,0.3333333333333333,C
29294,PAX6,ADD3,0.3333333333333333,C
29295,PAX5,SNX8,0.3333333333333333,C
29296,PAX6,MID1,0.3333333333333333,C
29297,CTCF,NUDT17,0.3333333333333333,C
29298,PAX6,ZNF608,0.3333333333333333,C
29299,PAX6,ZFAND5,0.3333333333333333,C
29300,PAX6,ZBTB20,0.3333333333333333,C
29301,PAX6,VPS13D,0.3333333333333333,C
29302,PAX6,VGLL4,0.3333333333333333,C
29303,PAX6,SNAP47,0.3333333333333333,C
29304,PAX6,MYOZ3,0.3333333333333333,C
29305,PAX6,SHROOM3,0.3333333333333333,C
29306,PAX6,RHO,0.3333333333333333,C
29307,PAX6,RASSF8,0.3333333333333333,C
29308,PAX6,RARB,0.3333333333333333,C
29309,PAX6,PTPRB,0.3333333333333333,C
29310,PAX6,PIGQ,0.3333333333333333,C
29311,PAX6,PDLIM5,0.3333333333333333,C
29312,PAX6,SEMA3C,0.3333333333333333,C
29313,PBX2,ANKRD11,0.3333333333333333,C
29314,PAX5,SMARCA4,0.3333333333333333,C
29315,PAX5,SMAD3,0.3333333333333333,C
29316,PAX5,LONP1,0.3333333333333333,C
29317,PAX5,KLHDC4,0.3333333333333333,C
29318,PAX5,KLF13,0.3333333333333333,C
29319,PAX5,IRF8,0.3333333333333333,C
29320,PAX5,IRF4,0.3333333333333333,C
29321,PAX5,GRAMD4,0.3333333333333333,C
29322,PAX5,MACF1,0.3333333333333333,C
29323,PAX5,GPER1,0.3333333333333333,C
29324,PAX5,DUSP10,0.3333333333333333,C
29325,PAX5,CORO1A,0.3333333333333333,C
29326,PAX5,CIRBP,0.3333333333333333,C
29327,PAX5,CD70,0.3333333333333333,C
29328,PAX5,CD22,0.3333333333333333,C
29329,PAX5,ARHGAP45,0.3333333333333333,C
29330,PAX5,FCHO1,0.3333333333333333,C
29331,PAX5,SMAD7,0.3333333333333333,C
29332,PAX5,MAD1L1,0.3333333333333333,C
29333,PAX5,MGAT1,0.3333333333333333,C
29334,PAX5,RYR1,0.3333333333333333,C
29335,PAX5,RUNX3,0.3333333333333333,C
29336,PAX5,RIPOR1,0.3333333333333333,C
29337,PAX5,RHOH,0.3333333333333333,C
29338,PAX5,RGS12,0.3333333333333333,C
29339,PAX5,RAD51B,0.3333333333333333,C
29340,PAX5,MED15,0.3333333333333333,C
29341,PAX5,RAC2,0.3333333333333333,C
29342,PAX5,PIK3R5,0.3333333333333333,C
29343,PAX5,PER1,0.3333333333333333,C
29344,PAX5,NR4A1,0.3333333333333333,C
29345,PAX5,NCOR2,0.3333333333333333,C
29346,PAX5,MX2,0.3333333333333333,C
29347,PAX5,MICAL3,0.3333333333333333,C
29348,PAX5,POU2AF1,0.3333333333333333,C
29349,NR2F6,RBPJ,0.3333333333333333,C
29350,PBX2,ARHGAP6,0.3333333333333333,C
29351,PBX2,ARHGEF2,0.3333333333333333,C
29352,PBX3,DAAM1,0.3333333333333333,C
29353,PBX3,CSNK1D,0.3333333333333333,C
29354,PBX3,COL21A1,0.3333333333333333,C
29355,PBX3,CHN1,0.3333333333333333,C
29356,PBX3,CD226,0.3333333333333333,C
29357,PBX3,CCDC97,0.3333333333333333,C
29358,PBX3,DMD,0.3333333333333333,C
29359,PBX3,CACNA2D1,0.3333333333333333,C
29360,PBX3,ATXN1,0.3333333333333333,C
29361,PBX3,APBB2,0.3333333333333333,C
29362,PBX3,AKAP6,0.3333333333333333,C
29363,PBX2,ZFPM2,0.3333333333333333,C
29364,PBX2,TLE3,0.3333333333333333,C
29365,PBX2,TIAM2,0.3333333333333333,C
29366,PBX3,BBX,0.3333333333333333,C
29367,PBX2,TACC1,0.3333333333333333,C
29368,PBX3,ERGIC1,0.3333333333333333,C
29369,PBX3,FLNA,0.3333333333333333,C
29370,PBX3,MYLK,0.3333333333333333,C
29371,PBX3,MAP4,0.3333333333333333,C
29372,PBX3,MACROD2,0.3333333333333333,C
29373,PBX3,MACF1,0.3333333333333333,C
29374,PBX3,KCNMA1,0.3333333333333333,C
29375,PBX3,JARID2,0.3333333333333333,C
29376,PBX3,FAM110B,0.3333333333333333,C
29377,PBX3,INPP5A,0.3333333333333333,C
29378,PBX3,HMCN1,0.3333333333333333,C
29379,PBX3,GALNT2,0.3333333333333333,C
29380,PBX3,FYN,0.3333333333333333,C
29381,PBX3,FTO,0.3333333333333333,C
29382,PBX3,FRMD4B,0.3333333333333333,C
29383,PBX3,FNDC3B,0.3333333333333333,C
29384,PBX3,IGF1R,0.3333333333333333,C
29385,PBX2,ARHGEF1,0.3333333333333333,C
29386,PBX2,SOX6,0.3333333333333333,C
29387,PBX2,SEPTIN9,0.3333333333333333,C
29388,PBX2,HIP1,0.3333333333333333,C
29389,PBX2,GTDC1,0.3333333333333333,C
29390,PBX2,GARNL3,0.3333333333333333,C
29391,PBX2,GALNT2,0.3333333333333333,C
29392,PBX2,FYN,0.3333333333333333,C
29393,PBX2,FOXP1,0.3333333333333333,C
29394,PBX2,HOXB3,0.3333333333333333,C
29395,PBX2,DYSF,0.3333333333333333,C
29396,PBX2,DNM2,0.3333333333333333,C
29397,PBX2,DLG1,0.3333333333333333,C
29398,PBX2,DENND2B,0.3333333333333333,C
29399,PBX2,CREBBP,0.3333333333333333,C
29400,PBX2,CDYL,0.3333333333333333,C
29401,PBX2,BCOR,0.3333333333333333,C
29402,PBX2,DYRK1A,0.3333333333333333,C
29403,PBX2,SLC25A25,0.3333333333333333,C
29404,PBX2,JARID2,0.3333333333333333,C
29405,PBX2,KIAA0513,0.3333333333333333,C
29406,PBX2,RARA,0.3333333333333333,C
29407,PBX2,PRKCB,0.3333333333333333,C
29408,PBX2,PLCG2,0.3333333333333333,C
29409,PBX2,PIK3R1,0.3333333333333333,C
29410,PBX2,PIK3C2B,0.3333333333333333,C
29411,PBX2,PACSIN2,0.3333333333333333,C
29412,PBX2,KDM2B,0.3333333333333333,C
29413,PBX2,NFASC,0.3333333333333333,C
29414,PBX2,NAV2,0.3333333333333333,C
29415,PBX2,MSI2,0.3333333333333333,C
29416,PBX2,MITF,0.3333333333333333,C
29417,PBX2,MBNL2,0.3333333333333333,C
29418,PBX2,MAPKAP1,0.3333333333333333,C
29419,PBX2,KSR1,0.3333333333333333,C
29420,PBX2,NBAS,0.3333333333333333,C
29421,MEIS2,DOCK9,0.3333333333333333,C
29422,NR2F6,RAB31,0.3333333333333333,C
29423,NR2F6,PLCD3,0.3333333333333333,C
29424,NFKB2,PRDM8,0.3333333333333333,C
29425,NFKB2,RALGDS,0.3333333333333333,C
29426,NFKB2,RASGRP1,0.3333333333333333,C
29427,NFKB2,RIN3,0.3333333333333333,C
29428,NFKB2,RPS6KA1,0.3333333333333333,C
29429,NFKB2,SORT1,0.3333333333333333,C
29430,NFKB2,TACC2,0.3333333333333333,C
29431,NFKB2,TAGLN2,0.3333333333333333,C
29432,NFKB2,TCF7,0.3333333333333333,C
29433,NFKB2,TMPRSS13,0.3333333333333333,C
29434,CTCF,PITPNM1,0.3333333333333333,C
29435,NFKB2,UBE2Z,0.3333333333333333,C
29436,NFKB2,VANGL2,0.3333333333333333,C
29437,NFKB2,VMP1,0.3333333333333333,C
29438,NFKB2,WNT10A,0.3333333333333333,C
29439,NFKB2,ZBTB7C,0.3333333333333333,C
29440,NFKB2,ZNF827,0.3333333333333333,C
29441,NFYA,FOSB,0.3333333333333333,C
29442,NFYA,FBH1,0.3333333333333333,C
29443,NFYA,FAM117A,0.3333333333333333,C
29444,NFYA,EML2,0.3333333333333333,C
29445,NFYA,EIF2AK3,0.3333333333333333,C
29446,NFYA,DNAJB1,0.3333333333333333,C
29447,NFKB2,PIK3R1,0.3333333333333333,C
29448,NFYA,DHX34,0.3333333333333333,C
29449,NFYA,CIRBP,0.3333333333333333,C
29450,NFYA,CBX5,0.3333333333333333,C
29451,NFYA,BRSK2,0.3333333333333333,C
29452,NFYA,ANAPC5,0.3333333333333333,C
29453,NFYA,AK2,0.3333333333333333,C
29454,NFYA,ACIN1,0.3333333333333333,C
29455,NFYA,COPZ1,0.3333333333333333,C
29456,NFKB2,PDE4B,0.3333333333333333,C
29457,CTCF,PLCB3,0.3333333333333333,C
29458,NFKB2,NEK6,0.3333333333333333,C
29459,NFKB2,ARHGAP24,0.3333333333333333,C
29460,NFKB2,ANKRD33B,0.3333333333333333,C
29461,NFKB2,ALPK1,0.3333333333333333,C
29462,NFKB2,ABCA13,0.3333333333333333,C
29463,NFKB1,ZNF217,0.3333333333333333,C
29464,NFKB1,ZC3H18,0.3333333333333333,C
29465,NFKB2,ARHGEF7,0.3333333333333333,C
29466,NFKB1,XPO6,0.3333333333333333,C
29467,NFKB1,VAV1,0.3333333333333333,C
29468,NFKB1,VASP,0.3333333333333333,C
29469,NFKB1,UXS1,0.3333333333333333,C
29470,NFKB1,TNRC18,0.3333333333333333,C
29471,NFKB1,TNIP1,0.3333333333333333,C
29472,NFKB1,TMEM123,0.3333333333333333,C
29473,NFKB1,VOPP1,0.3333333333333333,C
29474,NFYA,GART,0.3333333333333333,C
29475,NFKB2,BATF3,0.3333333333333333,C
29476,NFKB2,BHLHE40,0.3333333333333333,C
29477,NFKB2,MYO3B,0.3333333333333333,C
29478,NFKB2,MKNK2,0.3333333333333333,C
29479,NFKB2,MAOA,0.3333333333333333,C
29480,NFKB2,LCP1,0.3333333333333333,C
29481,NFKB2,KCNN1,0.3333333333333333,C
29482,NFKB2,IL4R,0.3333333333333333,C
29483,CTCF,PLCL2,0.3333333333333333,C
29484,NFKB2,FNDC3B,0.3333333333333333,C
29485,NFKB2,EPB41L2,0.3333333333333333,C
29486,NFKB2,CYTH1,0.3333333333333333,C
29487,NFKB2,CTSC,0.3333333333333333,C
29488,NFKB2,CREB1,0.3333333333333333,C
29489,NFKB2,CCL2,0.3333333333333333,C
29490,NFKB2,CAMK1D,0.3333333333333333,C
29491,NFKB2,ETV6,0.3333333333333333,C
29492,NFYA,GNA12,0.3333333333333333,C
29493,NFYA,HLA-DOA,0.3333333333333333,C
29494,NFYA,HLA-DQA2,0.3333333333333333,C
29495,NFYB,CKS2,0.3333333333333333,C
29496,NFYB,CDK1,0.3333333333333333,C
29497,NFYB,CCNB2,0.3333333333333333,C
29498,CTCF,PFDN4,0.3333333333333333,C
29499,NFYB,BRSK2,0.3333333333333333,C
29500,NFYB,BFSP1,0.3333333333333333,C
29501,NFYB,COQ10B,0.3333333333333333,C
29502,NFYB,BAZ1B,0.3333333333333333,C
29503,NFYB,AP2A1,0.3333333333333333,C
29504,NFYB,AMN1,0.3333333333333333,C
29505,NFYA,ZSWIM4,0.3333333333333333,C
29506,NFYA,ZNF385A,0.3333333333333333,C
29507,NFYA,WDR89,0.3333333333333333,C
29508,NFYA,VPS37C,0.3333333333333333,C
29509,NFYB,ATRIP,0.3333333333333333,C
29510,NFYA,TTLL5,0.3333333333333333,C
29511,NFYB,COQ8A,0.3333333333333333,C
29512,NFYB,DLG3,0.3333333333333333,C
29513,NFYB,KCNAB2,0.3333333333333333,C
29514,NFYB,HNRNPDL,0.3333333333333333,C
29515,NFYB,GNA12,0.3333333333333333,C
29516,NFYB,GCNT2,0.3333333333333333,C
29517,NFYB,FZD2,0.3333333333333333,C
29518,NFYB,FDFT1,0.3333333333333333,C
29519,CTCF,PDZD9,0.3333333333333333,C
29520,NFYB,FCHO1,0.3333333333333333,C
29521,NFYB,FADS1,0.3333333333333333,C
29522,NFYB,EPB41,0.3333333333333333,C
29523,NFYB,ELMO1,0.3333333333333333,C
29524,NFYB,EIF2AK3,0.3333333333333333,C
29525,NFYB,DPF1,0.3333333333333333,C
29526,NFYB,DNAJB1,0.3333333333333333,C
29527,NFYB,FAM117A,0.3333333333333333,C
29528,NFKB1,TJP2,0.3333333333333333,C
29529,NFYA,TTF2,0.3333333333333333,C
29530,NFYA,THADA,0.3333333333333333,C
29531,NFYA,PGAP2,0.3333333333333333,C
29532,NFYA,OXSR1,0.3333333333333333,C
29533,NFYA,NRL,0.3333333333333333,C
29534,NFYA,NARF,0.3333333333333333,C
29535,NFYA,MVK,0.3333333333333333,C
29536,NFYA,MTMR12,0.3333333333333333,C
29537,NFYA,PNRC1,0.3333333333333333,C
29538,NFYA,MRTFA,0.3333333333333333,C
29539,NFYA,LMNB1,0.3333333333333333,C
29540,NFYA,KSR1,0.3333333333333333,C
29541,NFYA,KCNAB2,0.3333333333333333,C
29542,NFYA,HSD17B12,0.3333333333333333,C
29543,NFYA,HNRNPA1,0.3333333333333333,C
29544,NFYA,HLA-DRA,0.3333333333333333,C
29545,NFYA,MKNK2,0.3333333333333333,C
29546,NFYA,TP53BP1,0.3333333333333333,C
29547,NFYA,PPP2R5C,0.3333333333333333,C
29548,NFYA,PRPF31,0.3333333333333333,C
29549,NFYA,TBC1D31,0.3333333333333333,C
29550,NFYA,SS18L2,0.3333333333333333,C
29551,NFYA,SLC27A1,0.3333333333333333,C
29552,NFYA,SIRT2,0.3333333333333333,C
29553,NFYA,SETD5,0.3333333333333333,C
29554,NFYA,SEPTIN9,0.3333333333333333,C
29555,NFYA,PRKD2,0.3333333333333333,C
29556,NFYA,SEC31B,0.3333333333333333,C
29557,NFYA,RHOF,0.3333333333333333,C
29558,NFYA,RBM15,0.3333333333333333,C
29559,NFYA,RASGEF1C,0.3333333333333333,C
29560,NFYA,RAB11B,0.3333333333333333,C
29561,NFYA,PTBP1,0.3333333333333333,C
29562,NFYA,PRPF40B,0.3333333333333333,C
29563,NFYA,RPS6KA5,0.3333333333333333,C
29564,NFYB,KCNB1,0.3333333333333333,C
29565,NFKB1,TAGLN2,0.3333333333333333,C
29566,NFKB1,STK10,0.3333333333333333,C
29567,NFIC,GFOD1,0.3333333333333333,C
29568,NFIC,GOT1,0.3333333333333333,C
29569,NFIC,GPD2,0.3333333333333333,C
29570,NFIC,GSN,0.3333333333333333,C
29571,NFIC,ITPR1,0.3333333333333333,C
29572,NFIC,KIAA1217,0.3333333333333333,C
29573,NFIC,LAMA5,0.3333333333333333,C
29574,NFIC,LAMC1,0.3333333333333333,C
29575,NFIC,LMNA,0.3333333333333333,C
29576,NFIC,LMO7,0.3333333333333333,C
29577,NFIC,MAP3K14,0.3333333333333333,C
29578,NFIC,MAPKAP1,0.3333333333333333,C
29579,NFIC,MGLL,0.3333333333333333,C
29580,NFIC,MYLK,0.3333333333333333,C
29581,NFIC,NAV1,0.3333333333333333,C
29582,NFIC,NCOR2,0.3333333333333333,C
29583,NFIC,NIBAN1,0.3333333333333333,C
29584,NFIC,RERE,0.3333333333333333,C
29585,NFIC,RAPGEF5,0.3333333333333333,C
29586,NFIC,RAPGEF4,0.3333333333333333,C
29587,NFIC,RAPGEF1,0.3333333333333333,C
29588,NFIC,RABGAP1L,0.3333333333333333,C
29589,NFIC,PRKAG2,0.3333333333333333,C
29590,NFIC,FTO,0.3333333333333333,C
29591,NFIC,PREX1,0.3333333333333333,C
29592,NFIC,PIK3R1,0.3333333333333333,C
29593,NFIC,PHLDB2,0.3333333333333333,C
29594,NFIC,PDZRN3,0.3333333333333333,C
29595,NFIC,PARD3,0.3333333333333333,C
29596,NFIC,PALLD,0.3333333333333333,C
29597,NFIC,NREP,0.3333333333333333,C
29598,NFIC,PLAT,0.3333333333333333,C
29599,NFIC,FRMD4B,0.3333333333333333,C
29600,NFIC,FERMT2,0.3333333333333333,C
29601,NFIC,ERGIC1,0.3333333333333333,C
29602,NR3C1,NFIA,0.3333333333333333,C
29603,NFE2L2,ZSCAN31,0.3333333333333333,C
29604,NFE2L2,ZFAND2A,0.3333333333333333,C
29605,NFE2L2,WWTR1,0.3333333333333333,C
29606,NFE2L2,UTP11,0.3333333333333333,C
29607,NFE2L2,UBE2D3,0.3333333333333333,C
29608,NFIC,AFAP1L2,0.3333333333333333,C
29609,NFE2L2,UBC,0.3333333333333333,C
29610,NFE2L2,TNS1,0.3333333333333333,C
29611,NFE2L2,TJP2,0.3333333333333333,C
29612,NFE2L2,TBC1D14,0.3333333333333333,C
29613,NFE2L2,STAT6,0.3333333333333333,C
29614,NFE2L2,SORBS1,0.3333333333333333,C
29615,NFE2L2,SMYD3,0.3333333333333333,C
29616,NFE2L2,TPD52L1,0.3333333333333333,C
29617,NFIC,SEPTIN9,0.3333333333333333,C
29618,NFIC,ANO6,0.3333333333333333,C
29619,NFIC,ARHGEF10L,0.3333333333333333,C
29620,NFIC,ERC1,0.3333333333333333,C
29621,NFIC,EPB41L2,0.3333333333333333,C
29622,NFIC,EPAS1,0.3333333333333333,C
29623,NFIC,ECE1,0.3333333333333333,C
29624,NFIC,DTNB,0.3333333333333333,C
29625,NFIC,DPF3,0.3333333333333333,C
29626,CTCF,PRDM8,0.3333333333333333,C
29627,NFIC,DNAJB12,0.3333333333333333,C
29628,NFIC,CYTH1,0.3333333333333333,C
29629,NFIC,CTIF,0.3333333333333333,C
29630,NFIC,CDC42EP4,0.3333333333333333,C
29631,NFIC,CD44,0.3333333333333333,C
29632,NFIC,CAPN2,0.3333333333333333,C
29633,NFIC,CALD1,0.3333333333333333,C
29634,NFIC,DLC1,0.3333333333333333,C
29635,NFIC,SH3KBP1,0.3333333333333333,C
29636,NFIC,SHROOM3,0.3333333333333333,C
29637,NFIC,SORBS1,0.3333333333333333,C
29638,NFKB1,MICAL3,0.3333333333333333,C
29639,NFKB1,MEF2D,0.3333333333333333,C
29640,NFKB1,MED15,0.3333333333333333,C
29641,NFKB1,LRP1,0.3333333333333333,C
29642,NFKB1,LMNA,0.3333333333333333,C
29643,NFKB1,LDLRAD4,0.3333333333333333,C
29644,NFKB1,MKNK2,0.3333333333333333,C
29645,NFKB1,LCP1,0.3333333333333333,C
29646,CTCF,PLEKHG4,0.3333333333333333,C
29647,NFKB1,IGF2R,0.3333333333333333,C
29648,NFKB1,IFNGR2,0.3333333333333333,C
29649,NFKB1,IFNA14,0.3333333333333333,C
29650,NFKB1,HNRNPF,0.3333333333333333,C
29651,NFKB1,HNRNPAB,0.3333333333333333,C
29652,NFKB1,KCNAB2,0.3333333333333333,C
29653,NFKB1,HIVEP1,0.3333333333333333,C
29654,NFKB1,MYH9,0.3333333333333333,C
29655,NFKB1,NEK6,0.3333333333333333,C
29656,NFKB1,STAT3,0.3333333333333333,C
29657,NFKB1,SSH1,0.3333333333333333,C
29658,NFKB1,SRPK2,0.3333333333333333,C
29659,NFKB1,SNX25,0.3333333333333333,C
29660,NFKB1,SLC35F2,0.3333333333333333,C
29661,NFKB1,SERPINB6,0.3333333333333333,C
29662,NFKB1,NCOA1,0.3333333333333333,C
29663,NFKB1,RFTN1,0.3333333333333333,C
29664,NFKB1,RALB,0.3333333333333333,C
29665,NFKB1,RAB7A,0.3333333333333333,C
29666,NFKB1,PTDSS1,0.3333333333333333,C
29667,NFKB1,PRRC2B,0.3333333333333333,C
29668,NFKB1,PKM,0.3333333333333333,C
29669,NFKB1,NFIB,0.3333333333333333,C
29670,NFKB1,RARA,0.3333333333333333,C
29671,NFKB1,STK24,0.3333333333333333,C
29672,NFKB1,GNA12,0.3333333333333333,C
29673,CTCF,POP7,0.3333333333333333,C
29674,NFIC,WWTR1,0.3333333333333333,C
29675,NFIC,WIPF1,0.3333333333333333,C
29676,NFIC,VPS13D,0.3333333333333333,C
29677,NFIC,TTLL5,0.3333333333333333,C
29678,CTCF,PPP1R14A,0.3333333333333333,C
29679,NFIC,TNS3,0.3333333333333333,C
29680,NFIC,XYLT1,0.3333333333333333,C
29681,CTCF,PRAME,0.3333333333333333,C
29682,NFIC,TMEM131L,0.3333333333333333,C
29683,NFIC,TLN2,0.3333333333333333,C
29684,NFIC,THSD4,0.3333333333333333,C
29685,NFIC,TGFBR3,0.3333333333333333,C
29686,NFIC,SYNPO,0.3333333333333333,C
29687,NFIC,SVIL,0.3333333333333333,C
29688,NFIC,TNC,0.3333333333333333,C
29689,CTCF,POLR1F,0.3333333333333333,C
29690,NFIC,ZMIZ1,0.3333333333333333,C
29691,NFKB1,ADAP1,0.3333333333333333,C
29692,NFKB1,FNDC3B,0.3333333333333333,C
29693,NFKB1,EHD1,0.3333333333333333,C
29694,NFKB1,CTSC,0.3333333333333333,C
29695,NFKB1,CTNNA1,0.3333333333333333,C
29696,CTCF,PPFIA4,0.3333333333333333,C
29697,CTCF,PPIL4,0.3333333333333333,C
29698,NFKB1,ACTB,0.3333333333333333,C
29699,NFKB1,BCOR,0.3333333333333333,C
29700,CTCF,PPM1F,0.3333333333333333,C
29701,NFKB1,ARHGAP24,0.3333333333333333,C
29702,NFKB1,ARHGAP21,0.3333333333333333,C
29703,NFKB1,ANKRD33B,0.3333333333333333,C
29704,NFKB1,AFAP1,0.3333333333333333,C
29705,NFKB1,ADGRE5,0.3333333333333333,C
29706,NFKB1,ATP11C,0.3333333333333333,C
29707,NFYB,KLHL25,0.3333333333333333,C
29708,NFYB,LBR,0.3333333333333333,C
29709,NFYB,LINS1,0.3333333333333333,C
29710,NR2F1,PEPD,0.3333333333333333,C
29711,NR2F1,PHACTR3,0.3333333333333333,C
29712,NR2F1,PLXNA2,0.3333333333333333,C
